Key;Layer Type;Segment;Cost Type;Cost Object;Spend type;Market Segment;Internal Staff;External Staff;SW Depreciation;HW Depreciation;SW Maintenance;HW Maintenance;Leased Lines;Other IT Cost;Other OOE;Total;Currency
3557;Shared Layer;Shared Infr.;Digital Workplace;PSP 0066/P2-01042   Arbeitgeber bedingte Zeiten IT;Run;Eurex;21;0;0;0;0;0;0;0;0;21;EUR
3558;Shared Layer;Shared Infr.;Digital Workplace;PSP 0066/P2-01042   Arbeitgeber bedingte Zeiten IT;Run;Foreign Exchange;0;0;0;0;0;0;0;0;0;0;EUR
3559;Shared Layer;Shared Infr.;Digital Workplace;PSP 0066/P2-01042   Arbeitgeber bedingte Zeiten IT;Run;GSF;3;0;0;0;0;0;0;0;0;3;EUR
3560;Shared Layer;Shared Infr.;Digital Workplace;PSP 0066/P2-01042   Arbeitgeber bedingte Zeiten IT;Run;IFS;15;0;0;0;0;0;0;0;0;15;EUR
3561;Shared Layer;Shared Infr.;Digital Workplace;PSP 0066/P2-01042   Arbeitgeber bedingte Zeiten IT;Run;Index;3;0;0;0;0;0;0;0;0;3;EUR
3562;Shared Layer;Shared Infr.;Digital Workplace;PSP 0066/P2-01042   Arbeitgeber bedingte Zeiten IT;Run;Result;79;0;0;0;0;0;0;0;0;79;EUR
3563;Shared Layer;Shared Infr.;Digital Workplace;PSP 0001/P0-00365   DW HR Service Management;Run;Cash;137;0;0;0;0;0;0;0;0;137;EUR
3564;Shared Layer;Shared Infr.;Digital Workplace;PSP 0001/P0-00365   DW HR Service Management;Run;Clearstream;484;0;0;0;0;0;0;0;0;484;EUR
3565;Shared Layer;Shared Infr.;Digital Workplace;PSP 0001/P0-00365   DW HR Service Management;Run;Commodities;32;0;0;0;0;0;0;0;0;32;EUR
3566;Shared Layer;Shared Infr.;Digital Workplace;PSP 0001/P0-00365   DW HR Service Management;Run;Data;93;0;0;0;0;0;0;0;0;93;EUR
3567;Shared Layer;Shared Infr.;Digital Workplace;PSP 0001/P0-00365   DW HR Service Management;Run;Eurex;482;0;0;0;0;0;0;0;0;482;EUR
3568;Shared Layer;Shared Infr.;Digital Workplace;PSP 0001/P0-00365   DW HR Service Management;Run;Foreign Exchange;2;0;0;0;0;0;0;0;0;2;EUR
3569;Shared Layer;Shared Infr.;Digital Workplace;PSP 0001/P0-00365   DW HR Service Management;Run;GSF;73;0;0;0;0;0;0;0;0;73;EUR
3570;Shared Layer;Shared Infr.;Digital Workplace;PSP 0001/P0-00365   DW HR Service Management;Run;IFS;320;0;0;0;0;0;0;0;0;320;EUR
3571;Shared Layer;Shared Infr.;Digital Workplace;PSP 0001/P0-00365   DW HR Service Management;Run;Index;69;0;0;0;0;0;0;0;0;69;EUR
3572;Shared Layer;Shared Infr.;Digital Workplace;PSP 0001/P0-00365   DW HR Service Management;Run;Result;1,692;0;0;0;0;0;0;0;0;1,692;EUR
3573;Direct;Clearing;0;PSP 0001/M6-02049   CleAR R4.1: Member and Vendor Readiness;Change;Eurex;0;0;0;0;0;0;0;0;0;0;EUR
3574;Direct;Clearing;0;PSP 0001/M6-02049   CleAR R4.1: Member and Vendor Readiness;Change;Result;0;0;0;0;0;0;0;0;0;0;EUR
3575;Direct;GSF;0;PSP 5130/P8-01778   GSF enhancements: Build & test TEC;Change;GSF;38;0;0;0;0;0;0;0;0;38;EUR
3576;Direct;GSF;0;PSP 5130/P8-01778   GSF enhancements: Build & test TEC;Change;Result;38;0;0;0;0;0;0;0;0;38;EUR
3577;Direct;Data;0;PSP 0066/C4-02065   OTC Trade Reporting-Dev/Unit Test;Change;Data;9;0;0;0;0;0;0;0;0;9;EUR
3578;Direct;Data;0;PSP 0066/C4-02065   OTC Trade Reporting-Dev/Unit Test;Change;Result;9;0;0;0;0;0;0;0;0;9;EUR
3579;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/S8-02133   EurexTradingHoursExt.- SAP(DBAG I-D);Change;Eurex;23;0;0;0;0;0;0;0;0;23;EUR
3580;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/S8-02133   EurexTradingHoursExt.- SAP(DBAG I-D);Change;Result;23;0;0;0;0;0;0;0;0;23;EUR
3581;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5140/S8-02133   EurexTradingHoursExt.- SAP(CI I-D);Change;Eurex;0;-95;0;0;0;0;0;0;0;95;EUR
3582;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5140/S8-02133   EurexTradingHoursExt.- SAP(CI I-D);Change;Result;0;-95;0;0;0;0;0;0;0;95;EUR
3583;Direct;Data;0;PSP 0066/B4-02065   Transaction Reporting-Dev/Unit Test;Change;Data;65;-7;0;0;0;0;0;0;0;72;EUR
3584;Direct;Data;0;PSP 0066/B4-02065   Transaction Reporting-Dev/Unit Test;Change;Result;65;-7;0;0;0;0;0;0;0;72;EUR
3585;Direct;GSF;0;PSP 5130/P8-01698   GSFImprpvt. FFM : build&test Tec;Run;GSF;13;0;0;0;0;0;0;0;0;13;EUR
3586;Direct;GSF;0;PSP 5130/P8-01698   GSFImprpvt. FFM : build&test Tec;Run;Result;13;0;0;0;0;0;0;0;0;13;EUR
3587;Direct;GSF;0;PSP 0066/M1-02156   PB Decom Build & Test;Change;GSF;4;0;0;0;0;0;0;0;0;4;EUR
3588;Direct;GSF;0;PSP 0066/M1-02156   PB Decom Build & Test;Change;Result;4;0;0;0;0;0;0;0;0;4;EUR
3589;Shared Layer;Security;IT Sec Ops;PSP 0066/P3-01859   Distributed Systems Security;Run;Cash;2;-3;0;0;0;0;0;0;0;5;EUR
3590;Shared Layer;Security;IT Sec Ops;PSP 0066/P3-01859   Distributed Systems Security;Run;Clearstream;48;-52;0;0;0;0;0;0;0;100;EUR
3591;Shared Layer;Security;IT Sec Ops;PSP 0066/P3-01859   Distributed Systems Security;Run;Commodities;3;-3;0;0;0;0;0;0;0;6;EUR
3592;Shared Layer;Security;IT Sec Ops;PSP 0066/P3-01859   Distributed Systems Security;Run;Data;7;-8;0;0;0;0;0;0;0;14;EUR
3593;Shared Layer;Security;IT Sec Ops;PSP 0066/P3-01859   Distributed Systems Security;Run;Eurex;15;-17;0;0;0;0;0;0;0;32;EUR
3594;Shared Layer;Security;IT Sec Ops;PSP 0066/P3-01859   Distributed Systems Security;Run;GSF;5;-5;0;0;0;0;0;0;0;10;EUR
3595;Shared Layer;Security;IT Sec Ops;PSP 0066/P3-01859   Distributed Systems Security;Run;IFS;13;-14;0;0;0;0;0;0;0;27;EUR
3596;Shared Layer;Security;IT Sec Ops;PSP 0066/P3-01859   Distributed Systems Security;Run;Result;92;-101;0;0;0;0;0;0;0;194;EUR
3597;Shared Layer;SAP & Corporate Systems (incl Statistix);Datawarehouse (Statistix);PSP 5280/J5-00973   Statistix maintenance;Run;Eurex;220;0;0;0;0;0;0;0;0;220;EUR
3598;Shared Layer;SAP & Corporate Systems (incl Statistix);Datawarehouse (Statistix);PSP 5280/J5-00973   Statistix maintenance;Run;Result;220;0;0;0;0;0;0;0;0;220;EUR
3599;Shared Layer;SAP & Corporate Systems (incl Statistix);Datawarehouse (Statistix);PSP 0066/F4-00973   StatistiX on call shifts Prague;Run;Cash;2;0;0;0;0;0;0;0;0;2;EUR
3600;Shared Layer;SAP & Corporate Systems (incl Statistix);Datawarehouse (Statistix);PSP 0066/F4-00973   StatistiX on call shifts Prague;Run;Clearstream;1;0;0;0;0;0;0;0;0;1;EUR
3601;Shared Layer;SAP & Corporate Systems (incl Statistix);Datawarehouse (Statistix);PSP 0066/F4-00973   StatistiX on call shifts Prague;Run;Data;1;0;0;0;0;0;0;0;0;1;EUR
3602;Shared Layer;SAP & Corporate Systems (incl Statistix);Datawarehouse (Statistix);PSP 0066/F4-00973   StatistiX on call shifts Prague;Run;Eurex;5;0;0;0;0;0;0;0;0;5;EUR
3603;Shared Layer;SAP & Corporate Systems (incl Statistix);Datawarehouse (Statistix);PSP 0066/F4-00973   StatistiX on call shifts Prague;Run;Index;0;0;0;0;0;0;0;0;0;0;EUR
3604;Shared Layer;SAP & Corporate Systems (incl Statistix);Datawarehouse (Statistix);PSP 0066/F4-00973   StatistiX on call shifts Prague;Run;Result;10;0;0;0;0;0;0;0;0;10;EUR
3605;Direct;Clearing;0;PSP 0001/P9-02026   SecLend IT Maintenance;Run;Eurex;101;0;0;0;0;0;0;0;0;101;EUR
3606;Direct;Clearing;0;PSP 0001/P9-02026   SecLend IT Maintenance;Run;Result;101;0;0;0;0;0;0;0;0;101;EUR
3607;Direct;Clearing;0;PSP 0001/B0-00169   Eurex: Fixits & Enhancements;Run;Eurex;228;-434;0;0;0;0;0;0;0;662;EUR
3608;Direct;Clearing;0;PSP 0001/B0-00169   Eurex: Fixits & Enhancements;Run;Result;228;-434;0;0;0;0;0;0;0;662;EUR
3609;Direct;Clearing;0;PSP 0001/V2-00169   C7 Maintenance;Run;Eurex;1,172;-180;0;0;0;0;0;0;0;1,352;EUR
3610;Direct;Clearing;0;PSP 0001/V2-00169   C7 Maintenance;Run;Result;1,172;-180;0;0;0;0;0;0;0;1,352;EUR
3611;Direct;Clearing;0;PSP 0001/V3-00169   OTC Fixit & Enhancement;Run;Eurex;141;0;0;0;0;0;0;0;0;141;EUR
3612;Direct;Clearing;0;PSP 0001/V3-00169   OTC Fixit & Enhancement;Run;Result;141;0;0;0;0;0;0;0;0;141;EUR
3613;Direct;Clearing;0;PSP 0066/F2-00169   Functionality Clearing;Run;Eurex;0;0;0;0;0;0;0;0;0;0;EUR
3614;Direct;Clearing;0;PSP 0066/F2-00169   Functionality Clearing;Run;Result;0;0;0;0;0;0;0;0;0;0;EUR
3615;Direct;Clearing;0;PSP 0066/V2-00169   C7 Maintenance;Run;Eurex;749;0;0;0;0;0;0;0;1;750;EUR
3616;Direct;Clearing;0;PSP 0066/V2-00169   C7 Maintenance;Run;Result;749;0;0;0;0;0;0;0;1;750;EUR
3617;Direct;Clearing;0;PSP 0066/V3-00169   OTC Maintenance;Run;Eurex;67;0;0;0;0;0;0;0;0;67;EUR
3618;Direct;Clearing;0;PSP 0066/V3-00169   OTC Maintenance;Run;Result;67;0;0;0;0;0;0;0;0;67;EUR
3619;Direct;Clearing;0;PSP 0072/F2-00169   Functionality Clearing;Run;Eurex;274;0;0;0;0;0;0;0;0;274;EUR
3620;Direct;Clearing;0;PSP 0072/F2-00169   Functionality Clearing;Run;Result;274;0;0;0;0;0;0;0;0;274;EUR
3621;Direct;Clearing;0;PSP 0072/B0-00169   Eurex: Fixits & Enhancements;Run;Eurex;58;0;0;0;0;0;0;0;0;58;EUR
3622;Direct;Clearing;0;PSP 0072/B0-00169   Eurex: Fixits & Enhancements;Run;Result;58;0;0;0;0;0;0;0;0;58;EUR
3623;Direct;Clearing;0;PSP 0072/V2-00169   C7 Maintenance;Run;Eurex;247;0;0;0;0;0;0;0;0;247;EUR
3624;Direct;Clearing;0;PSP 0072/V2-00169   C7 Maintenance;Run;Result;247;0;0;0;0;0;0;0;0;247;EUR
3625;Direct;Clearing;0;PSP 0072/V3-00169   OTC Maintenance;Run;Eurex;837;-633;0;0;0;0;0;0;0;1,47;EUR
3626;Direct;Clearing;0;PSP 0072/V3-00169   OTC Maintenance;Run;Result;837;-633;0;0;0;0;0;0;0;1,47;EUR
3627;Direct;Clearing;0;PSP 0072/P9-02026   SecLend IT Maintenance;Run;Eurex;126;0;0;0;0;0;0;0;0;126;EUR
3628;Direct;Clearing;0;PSP 0072/P9-02026   SecLend IT Maintenance;Run;Result;126;0;0;0;0;0;0;0;0;126;EUR
3629;Direct;Asset Servicing;0;PSP 5150/P7-02191   Investment Tax Reform: fine specs TEC;Change;Clearstream;82;0;0;0;0;0;0;0;0;82;EUR
3630;Direct;Asset Servicing;0;PSP 5150/P7-02191   Investment Tax Reform: fine specs TEC;Change;Result;82;0;0;0;0;0;0;0;0;82;EUR
3631;Direct;Asset Servicing;0;PSP 5120/P8-02191   Investment Tax Reform: build & test TEC;Change;Clearstream;12;0;0;0;0;0;0;0;0;12;EUR
3632;Direct;Asset Servicing;0;PSP 5120/P8-02191   Investment Tax Reform: build & test TEC;Change;Result;12;0;0;0;0;0;0;0;0;12;EUR
3633;Direct;Asset Servicing;0;PSP 5150/P8-02191   Investment Tax Reform: build & test TEC;Change;Clearstream;202;0;0;0;0;0;0;0;0;202;EUR
3634;Direct;Asset Servicing;0;PSP 5150/P8-02191   Investment Tax Reform: build & test TEC;Change;Result;202;0;0;0;0;0;0;0;0;202;EUR
3635;Direct;Asset Servicing;0;PSP 0066/P8-02191   Investment Tax Reform: build & test TEC;Change;Clearstream;14;0;0;0;0;0;0;0;0;14;EUR
3636;Direct;Asset Servicing;0;PSP 0066/P8-02191   Investment Tax Reform: build & test TEC;Change;Result;14;0;0;0;0;0;0;0;0;14;EUR
3637;Direct;Settlement;0;PSP 5010/P8-02081   Trends and Patterns Monit.build test tec;Run;Clearstream;0;0;0;0;0;0;0;0;0;0;EUR
3638;Direct;Settlement;0;PSP 5010/P8-02081   Trends and Patterns Monit.build test tec;Run;Result;0;0;0;0;0;0;0;0;0;0;EUR
3639;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/A2-02196   Development (SAP, StatistiX, PND);Run;Cash;0;0;0;0;0;0;0;0;0;0;EUR
3640;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/A2-02196   Development (SAP, StatistiX, PND);Run;Eurex;1;0;0;0;0;0;0;0;0;1;EUR
3641;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/A2-02196   Development (SAP, StatistiX, PND);Run;Result;1;0;0;0;0;0;0;0;0;1;EUR
3642;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5140/N1-02158   Xetra MiFID - SAP(MIFID Non-Relea. Item);Change;Cash;0;-21;0;0;0;0;0;0;0;21;EUR
3643;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5140/N1-02158   Xetra MiFID - SAP(MIFID Non-Relea. Item);Change;Result;0;-21;0;0;0;0;0;0;0;21;EUR
3644;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/P8-01533   On-call support SAP;Run;Cash;7;0;0;0;0;0;0;0;0;7;EUR
3645;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/P8-01533   On-call support SAP;Run;Clearstream;28;0;0;0;0;0;0;0;0;28;EUR
3646;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/P8-01533   On-call support SAP;Run;Commodities;1;0;0;0;0;0;0;0;0;1;EUR
3647;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/P8-01533   On-call support SAP;Run;Data;4;0;0;0;0;0;0;0;0;4;EUR
3648;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/P8-01533   On-call support SAP;Run;Eurex;19;0;0;0;0;0;0;0;0;19;EUR
3649;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/P8-01533   On-call support SAP;Run;GSF;4;0;0;0;0;0;0;0;0;4;EUR
3650;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/P8-01533   On-call support SAP;Run;IFS;19;0;0;0;0;0;0;0;0;19;EUR
3651;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/P8-01533   On-call support SAP;Run;Index;2;0;0;0;0;0;0;0;0;2;EUR
3652;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/P8-01533   On-call support SAP;Run;Result;83;0;0;0;0;0;0;0;0;83;EUR
3653;Direct;Clearing;0;PSP 0001/M1-02199   C7 ECC: Build & Test IT;Change;Commodities;-454;155;0;0;0;0;0;0;0;-609;EUR
3654;Direct;Clearing;0;PSP 0001/M1-02199   C7 ECC: Build & Test IT;Change;Result;-454;155;0;0;0;0;0;0;0;-609;EUR
3655;Direct;Energy;0;PSP 0001/M4-02085   M7AR # 4.0;Run;Commodities;11;0;0;0;0;0;0;0;0;11;EUR
3656;Direct;Energy;0;PSP 0001/M4-02085   M7AR # 4.0;Run;Result;11;0;0;0;0;0;0;0;0;11;EUR
3657;Direct;Energy;0;PSP 0066/M4-02085   M7AR # 4.0;Run;Commodities;69;0;0;0;0;0;0;0;0;69;EUR
3658;Direct;Energy;0;PSP 0066/M4-02085   M7AR # 4.0;Run;Result;69;0;0;0;0;0;0;0;0;69;EUR
3659;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5140/A2-02196   Development (SAP, StatistiX, PND);Run;Eurex;0;-1;0;0;0;0;0;0;0;1;EUR
3660;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5140/A2-02196   Development (SAP, StatistiX, PND);Run;Result;0;-1;0;0;0;0;0;0;0;1;EUR
3661;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/A0-02200   SAP Cloud Container;Change;Cash;0;0;0;0;0;0;0;0;0;0;EUR
3662;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/A0-02200   SAP Cloud Container;Change;Clearstream;0;0;0;0;0;0;0;2;0;2;EUR
3663;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/A0-02200   SAP Cloud Container;Change;Commodities;0;0;0;0;0;0;0;0;0;0;EUR
3664;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/A0-02200   SAP Cloud Container;Change;Data;0;0;0;0;0;0;0;0;0;0;EUR
3665;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/A0-02200   SAP Cloud Container;Change;Eurex;0;0;0;0;0;0;0;1;0;1;EUR
3666;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/A0-02200   SAP Cloud Container;Change;Foreign Exchange;0;0;0;0;0;0;0;0;0;0;EUR
3667;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/A0-02200   SAP Cloud Container;Change;GSF;0;0;0;0;0;0;0;0;0;0;EUR
3668;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/A0-02200   SAP Cloud Container;Change;IFS;0;0;0;0;0;0;0;1;0;1;EUR
3669;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/A0-02200   SAP Cloud Container;Change;Index;0;0;0;0;0;0;0;0;0;0;EUR
3670;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/A0-02200   SAP Cloud Container;Change;Result;0;0;0;0;0;0;0;5;0;5;EUR
3671;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/B1-02200   SAP Cloud Purchasing;Change;Cash;0;1;0;0;0;0;0;0;0;-1;EUR
3672;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/B1-02200   SAP Cloud Purchasing;Change;Clearstream;0;5;0;0;0;0;0;0;0;-5;EUR
3673;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/B1-02200   SAP Cloud Purchasing;Change;Commodities;0;0;0;0;0;0;0;0;0;0;EUR
3674;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/B1-02200   SAP Cloud Purchasing;Change;Data;0;1;0;0;0;0;0;0;0;-1;EUR
3675;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/B1-02200   SAP Cloud Purchasing;Change;Eurex;0;3;0;0;0;0;0;0;0;-3;EUR
3676;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/B1-02200   SAP Cloud Purchasing;Change;Foreign Exchange;0;0;0;0;0;0;0;0;0;0;EUR
3677;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/B1-02200   SAP Cloud Purchasing;Change;GSF;0;1;0;0;0;0;0;0;0;-1;EUR
3678;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/B1-02200   SAP Cloud Purchasing;Change;IFS;0;3;0;0;0;0;0;0;0;-3;EUR
3679;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/B1-02200   SAP Cloud Purchasing;Change;Index;0;0;0;0;0;0;0;0;0;0;EUR
3680;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/B1-02200   SAP Cloud Purchasing;Change;Result;0;15;0;0;0;0;0;0;0;-15;EUR
3681;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/C1-02200   SAP Cloud HR;#N/A;Cash;0;0;0;0;0;0;0;0;0;0;EUR
3682;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/C1-02200   SAP Cloud HR;#N/A;Clearstream;0;0;0;0;0;0;0;0;0;0;EUR
3683;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/C1-02200   SAP Cloud HR;#N/A;Commodities;0;0;0;0;0;0;0;0;0;0;EUR
3684;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/C1-02200   SAP Cloud HR;#N/A;Data;0;0;0;0;0;0;0;0;0;0;EUR
3685;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/C1-02200   SAP Cloud HR;#N/A;Eurex;0;0;0;0;0;0;0;0;0;0;EUR
3686;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/C1-02200   SAP Cloud HR;#N/A;Foreign Exchange;0;0;0;0;0;0;0;0;0;0;EUR
3687;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/C1-02200   SAP Cloud HR;#N/A;Index;0;0;0;0;0;0;0;0;0;0;EUR
3688;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/C1-02200   SAP Cloud HR;#N/A;Result;0;0;0;0;0;0;0;0;0;0;EUR
3689;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/J8-02065   OTC Trade Report: BuildTest IT SAP;Change;Data;-3;61;0;0;0;0;0;0;0;-64;EUR
3690;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/J8-02065   OTC Trade Report: BuildTest IT SAP;Change;Result;-3;61;0;0;0;0;0;0;0;-64;EUR
3691;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5140/J8-02065   OTC Trade Report: BuildTest IT SAP;Change;Data;0;-20;0;0;0;0;0;0;0;20;EUR
3692;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5140/J8-02065   OTC Trade Report: BuildTest IT SAP;Change;Result;0;-20;0;0;0;0;0;0;0;20;EUR
3693;Shared Layer;SAP & Corporate Systems (incl Statistix);Datawarehouse (Statistix);PSP 0001/P8-02065   Trxn Reporting: BuildTest IT StatistiX;Change;Data;1;0;0;0;0;0;0;0;0;1;EUR
3694;Shared Layer;SAP & Corporate Systems (incl Statistix);Datawarehouse (Statistix);PSP 0001/P8-02065   Trxn Reporting: BuildTest IT StatistiX;Change;Result;1;0;0;0;0;0;0;0;0;1;EUR
3695;Direct;GSF;0;PSP 0066/A2-02147   C080-GSF BAU SUPPORT;Run;GSF;12;0;0;0;0;0;0;0;0;12;EUR
3696;Direct;GSF;0;PSP 0066/A2-02147   C080-GSF BAU SUPPORT;Run;Result;12;0;0;0;0;0;0;0;0;12;EUR
3697;Shared Layer;SAP & Corporate Systems (incl Statistix);Datawarehouse (Statistix);PSP 0001/S1-02132   GOSA StatisitiX;Run;Eurex;84;0;0;0;0;0;0;0;0;84;EUR
3698;Shared Layer;SAP & Corporate Systems (incl Statistix);Datawarehouse (Statistix);PSP 0001/S1-02132   GOSA StatisitiX;Run;Result;84;0;0;0;0;0;0;0;0;84;EUR
3699;Direct;Derivatives;0;PSP 0001/I3-02203   Eurex R 6.1 Implementation;Change;Eurex;0;1;0;0;0;0;0;0;0;-1;EUR
3700;Direct;Derivatives;0;PSP 0001/I3-02203   Eurex R 6.1 Implementation;Change;Result;0;1;0;0;0;0;0;0;0;-1;EUR
3701;Direct;Settlement;0;PSP 0066/S6-00916   On-Call Support - Operations M1;Run;Cash;1;0;0;0;0;0;0;0;0;1;EUR
3702;Direct;Settlement;0;PSP 0066/S6-00916   On-Call Support - Operations M1;Run;Clearstream;24;0;0;0;0;0;0;0;0;24;EUR
3703;Direct;Settlement;0;PSP 0066/S6-00916   On-Call Support - Operations M1;Run;Commodities;0;0;0;0;0;0;0;0;0;0;EUR
3704;Direct;Settlement;0;PSP 0066/S6-00916   On-Call Support - Operations M1;Run;Data;1;0;0;0;0;0;0;0;0;1;EUR
3705;Direct;Settlement;0;PSP 0066/S6-00916   On-Call Support - Operations M1;Run;Eurex;2;0;0;0;0;0;0;0;0;2;EUR
3706;Direct;Settlement;0;PSP 0066/S6-00916   On-Call Support - Operations M1;Run;GSF;0;0;0;0;0;0;0;0;0;0;EUR
3707;Direct;Settlement;0;PSP 0066/S6-00916   On-Call Support - Operations M1;Run;Result;28;0;0;0;0;0;0;0;0;28;EUR
3708;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5120/N1-02158   Xetra MiFID - SAP(MIFID Non-Relea. Item);Change;Cash;0;-5;0;0;0;0;0;0;0;5;EUR
3709;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5120/N1-02158   Xetra MiFID - SAP(MIFID Non-Relea. Item);Change;Result;0;-5;0;0;0;0;0;0;0;5;EUR
3710;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/P9-01533   Called in SAP;Run;Cash;0;0;0;0;0;0;0;0;0;0;EUR
3711;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/P9-01533   Called in SAP;Run;Clearstream;0;0;0;0;0;0;0;0;0;0;EUR
3712;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/P9-01533   Called in SAP;Run;Commodities;0;0;0;0;0;0;0;0;0;0;EUR
3713;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/P9-01533   Called in SAP;Run;Data;0;0;0;0;0;0;0;0;0;0;EUR
3714;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/P9-01533   Called in SAP;Run;Eurex;0;0;0;0;0;0;0;0;0;0;EUR
3715;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/P9-01533   Called in SAP;Run;GSF;0;0;0;0;0;0;0;0;0;0;EUR
3716;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/P9-01533   Called in SAP;Run;IFS;0;0;0;0;0;0;0;0;0;0;EUR
3717;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/P9-01533   Called in SAP;Run;Index;0;0;0;0;0;0;0;0;0;0;EUR
