Key,Layer Type,Segment,Cost Type,Cost Object,Spend type,Market Segment,Internal Staff,External Staff,SW Depreciation,HW Depreciation,SW Maintenance,HW Maintenance,Leased Lines,Other IT Cost,Other OOE,Total
4878,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 0066/J5-01533   CS Business Management,Run,Commodities,0,0,0,0,0,0,0,0,0,0
4879,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 0066/J5-01533   CS Business Management,Run,Data,0,0,0,0,0,0,0,0,0,0
4880,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 0066/J5-01533   CS Business Management,Run,Eurex,-1,0,0,0,0,0,0,0,0,-1
4881,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 0066/J5-01533   CS Business Management,Run,Foreign Exchange,0,0,0,0,0,0,0,0,0,0
4882,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 0066/J5-01533   CS Business Management,Run,GSF,0,0,0,0,0,0,0,0,0,0
4883,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 0066/J5-01533   CS Business Management,Run,IFS,-1,0,0,0,0,0,0,0,0,-1
4884,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 0066/J5-01533   CS Business Management,Run,Index,0,0,0,0,0,0,0,0,0,0
4885,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 0066/J5-01533   CS Business Management,Run,Result,-4,0,0,0,0,0,0,0,0,-4
4886,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 5120/J5-01533   CS Business Management,Run,Cash,-2,0,0,0,0,0,0,0,0,-2
4887,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 5120/J5-01533   CS Business Management,Run,Clearstream,-6,0,0,0,0,0,0,0,0,-6
4888,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 5120/J5-01533   CS Business Management,Run,Data,-2,0,0,0,0,0,0,0,0,-2
4889,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 5120/J5-01533   CS Business Management,Run,Eurex,-8,0,0,0,0,0,0,0,0,-8
4890,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 5120/J5-01533   CS Business Management,Run,GSF,-1,0,0,0,0,0,0,0,0,-1
4891,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 5120/J5-01533   CS Business Management,Run,IFS,-1,0,0,0,0,0,0,0,0,-1
4892,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 5120/J5-01533   CS Business Management,Run,Index,-1,0,0,0,0,0,0,0,0,-1
4893,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 5120/J5-01533   CS Business Management,Run,Result,-22,0,0,0,0,0,0,0,0,-22
4894,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 5280/J5-01533   CS Business Management,Run,Cash,-5,0,0,0,0,0,0,0,0,-5
4895,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 5280/J5-01533   CS Business Management,Run,Clearstream,-16,0,0,0,0,0,0,0,0,-16
4896,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 5280/J5-01533   CS Business Management,Run,Commodities,-1,0,0,0,0,0,0,0,0,-1
4897,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 5280/J5-01533   CS Business Management,Run,Data,-2,0,0,0,0,0,0,0,0,-2
4898,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 5280/J5-01533   CS Business Management,Run,Eurex,-10,0,0,0,0,0,0,0,0,-10
4899,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 5280/J5-01533   CS Business Management,Run,Foreign Exchange,0,0,0,0,0,0,0,0,0,0
4900,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 5280/J5-01533   CS Business Management,Run,GSF,-2,0,0,0,0,0,0,0,0,-2
4901,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 5280/J5-01533   CS Business Management,Run,IFS,-11,0,0,0,0,0,0,0,0,-11
4902,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 5280/J5-01533   CS Business Management,Run,Index,-1,0,0,0,0,0,0,0,0,-1
4903,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 5280/J5-01533   CS Business Management,Run,Result,-49,0,0,0,0,0,0,0,0,-49
4904,Direct,Clearing,0,PSP 0001/R6-02233   CCP Project Support 1C,Run,Eurex,-59,0,0,0,0,0,0,0,0,-59
4905,Direct,Clearing,0,PSP 0001/R6-02233   CCP Project Support 1C,Run,Result,-59,0,0,0,0,0,0,0,0,-59
4906,Direct,Clearing,0,PSP 0072/R6-02233   CCP Project Support 1C,Run,Eurex,-144,-103,0,0,0,0,0,0,0,-247
4907,Direct,Clearing,0,PSP 0072/R6-02233   CCP Project Support 1C,Run,Result,-144,-103,0,0,0,0,0,0,0,-247
4908,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/S7-02259   SAP Best Execution (DBAG I-D),Change,Eurex,-22,0,0,0,0,0,0,0,0,-22
4909,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/S7-02259   SAP Best Execution (DBAG I-D),Change,Result,-22,0,0,0,0,0,0,0,0,-22
4910,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 5140/S7-02259   SAP Best Execution (CI I-D),Change,Eurex,0,-100,0,0,0,0,0,0,0,-100
4911,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 5140/S7-02259   SAP Best Execution (CI I-D),Change,Result,0,-100,0,0,0,0,0,0,0,-100
4912,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 5280/S7-02259   SAP Best Execution (CGSS I-D),Change,Eurex,-5,0,0,0,0,0,0,0,0,-5
4913,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 5280/S7-02259   SAP Best Execution (CGSS I-D),Change,Result,-5,0,0,0,0,0,0,0,0,-5
4914,Direct,Clearing,0,PSP 0001/Y8-02199   C7 Infrastructure IT Cap,Change,Eurex,0,0,0,0,0,0,0,59,0,59
4915,Direct,Clearing,0,PSP 0001/Y8-02199   C7 Infrastructure IT Cap,Change,Result,0,0,0,0,0,0,0,59,0,59
4916,Direct,Risk,0,PSP 0066/S7-02156   Risk Engine Decom B&T,Change,Eurex,0,-387,0,0,0,0,0,0,0,-387
4917,Direct,Risk,0,PSP 0066/S7-02156   Risk Engine Decom B&T,Change,Result,0,-387,0,0,0,0,0,0,0,-387
4918,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 0001/P9-00370   Infrastructure Ops: Meltdown/Spectre,Run,Cash,0,0,0,0,0,0,0,0,0,0
4919,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 0001/P9-00370   Infrastructure Ops: Meltdown/Spectre,Run,Clearstream,0,0,0,0,0,0,0,0,0,0
4920,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 0001/P9-00370   Infrastructure Ops: Meltdown/Spectre,Run,Commodities,0,0,0,0,0,0,0,0,0,0
4921,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 0001/P9-00370   Infrastructure Ops: Meltdown/Spectre,Run,Data,0,0,0,0,0,0,0,0,0,0
4922,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 0001/P9-00370   Infrastructure Ops: Meltdown/Spectre,Run,Eurex,0,0,0,0,0,0,0,0,0,0
4923,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 0001/P9-00370   Infrastructure Ops: Meltdown/Spectre,Run,Foreign Exchange,0,0,0,0,0,0,0,0,0,0
4924,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 0001/P9-00370   Infrastructure Ops: Meltdown/Spectre,Run,GSF,0,0,0,0,0,0,0,0,0,0
4925,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 0001/P9-00370   Infrastructure Ops: Meltdown/Spectre,Run,IFS,0,0,0,0,0,0,0,0,0,0
4926,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 0001/P9-00370   Infrastructure Ops: Meltdown/Spectre,Run,Index,0,0,0,0,0,0,0,0,0,0
4927,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 0001/P9-00370   Infrastructure Ops: Meltdown/Spectre,Run,Result,-1,0,0,0,0,0,0,0,0,-1
4928,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 0066/P9-00370   Infrastructure Ops: Meltdown/Spectre,Run,Cash,0,0,0,0,0,0,0,0,0,0
4929,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 0066/P9-00370   Infrastructure Ops: Meltdown/Spectre,Run,Clearstream,0,0,0,0,0,0,0,0,0,0
4930,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 0066/P9-00370   Infrastructure Ops: Meltdown/Spectre,Run,Commodities,0,0,0,0,0,0,0,0,0,0
4931,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 0066/P9-00370   Infrastructure Ops: Meltdown/Spectre,Run,Data,0,0,0,0,0,0,0,0,0,0
4932,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 0066/P9-00370   Infrastructure Ops: Meltdown/Spectre,Run,Eurex,-1,0,0,0,0,0,0,0,0,-1
4933,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 0066/P9-00370   Infrastructure Ops: Meltdown/Spectre,Run,Foreign Exchange,0,0,0,0,0,0,0,0,0,0
4934,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 0066/P9-00370   Infrastructure Ops: Meltdown/Spectre,Run,GSF,0,0,0,0,0,0,0,0,0,0
4935,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 0066/P9-00370   Infrastructure Ops: Meltdown/Spectre,Run,IFS,0,0,0,0,0,0,0,0,0,0
4936,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 0066/P9-00370   Infrastructure Ops: Meltdown/Spectre,Run,Index,0,0,0,0,0,0,0,0,0,0
4937,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,PSP 0066/P9-00370   Infrastructure Ops: Meltdown/Spectre,Run,Result,-2,0,0,0,0,0,0,0,0,-2
4938,Direct,Clearing,0,PSP 0072/V4-00169   OTC FX & CCS Maintenance,Run,Eurex,0,-430,0,0,0,0,0,0,0,-430
4939,Direct,Clearing,0,PSP 0072/V4-00169   OTC FX & CCS Maintenance,Run,Result,0,-430,0,0,0,0,0,0,0,-430
4940,Direct,Settlement,0,PSP 5140/Q1-02103   CSD-R Readiness: roll-out  Tec,Change,Clearstream,-5,-262,0,0,0,0,0,0,0,-267
4941,Direct,Settlement,0,PSP 5140/Q1-02103   CSD-R Readiness: roll-out  Tec,Change,Result,-5,-262,0,0,0,0,0,0,0,-267
4942,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/A0-02276   SAP Cloud Subscripiton fees,Change,Cash,0,-2,0,0,0,0,0,-281,0,-283
4943,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/A0-02276   SAP Cloud Subscripiton fees,Change,Clearstream,0,-6,0,0,0,0,0,-748,0,-754
4944,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/A0-02276   SAP Cloud Subscripiton fees,Change,Data,0,-2,0,0,0,0,0,-211,0,-213
4945,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/A0-02276   SAP Cloud Subscripiton fees,Change,Eurex,0,-9,0,0,0,0,0,"-1,059",0,"-1,068"
4946,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/A0-02276   SAP Cloud Subscripiton fees,Change,GSF,0,-1,0,0,0,0,0,-99,0,-99
4947,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/A0-02276   SAP Cloud Subscripiton fees,Change,IFS,0,-1,0,0,0,0,0,-186,0,-188
4948,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/A0-02276   SAP Cloud Subscripiton fees,Change,Index,0,-1,0,0,0,0,0,-156,0,-157
4949,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/A0-02276   SAP Cloud Subscripiton fees,Change,Result,0,-22,0,0,0,0,0,"-2,740",0,"-2,762"
4950,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 5140/A0-02276   SAP Cloud Budget Container 2018,Change,Cash,0,0,0,0,0,0,0,0,0,0
4951,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 5140/A0-02276   SAP Cloud Budget Container 2018,Change,Clearstream,0,0,0,0,0,0,0,0,0,0
4952,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 5140/A0-02276   SAP Cloud Budget Container 2018,Change,Data,0,0,0,0,0,0,0,0,0,0
4953,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 5140/A0-02276   SAP Cloud Budget Container 2018,Change,Eurex,0,0,0,0,0,0,0,0,0,0
4954,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 5140/A0-02276   SAP Cloud Budget Container 2018,Change,GSF,0,0,0,0,0,0,0,0,0,0
4955,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 5140/A0-02276   SAP Cloud Budget Container 2018,Change,IFS,0,0,0,0,0,0,0,0,0,0
4956,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 5140/A0-02276   SAP Cloud Budget Container 2018,Change,Index,0,0,0,0,0,0,0,0,0,0
4957,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 5140/A0-02276   SAP Cloud Budget Container 2018,Change,Result,0,0,0,0,0,0,0,0,0,0
4958,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 5120/A0-02276   SAP Cloud Budget Container 2018,Change,Cash,0,-1,0,0,0,0,0,0,0,-1
4959,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 5120/A0-02276   SAP Cloud Budget Container 2018,Change,Clearstream,-1,-2,0,0,0,0,0,0,0,-2
4960,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 5120/A0-02276   SAP Cloud Budget Container 2018,Change,Data,0,-1,0,0,0,0,0,0,0,-1
4961,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 5120/A0-02276   SAP Cloud Budget Container 2018,Change,Eurex,-1,-3,0,0,0,0,0,0,0,-3
4962,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 5120/A0-02276   SAP Cloud Budget Container 2018,Change,GSF,0,0,0,0,0,0,0,0,0,0
4963,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 5120/A0-02276   SAP Cloud Budget Container 2018,Change,IFS,0,0,0,0,0,0,0,0,0,-1
4964,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 5120/A0-02276   SAP Cloud Budget Container 2018,Change,Index,0,0,0,0,0,0,0,0,0,-1
4965,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 5120/A0-02276   SAP Cloud Budget Container 2018,Change,Result,-2,-7,0,0,0,0,0,0,0,-9
4966,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/B1-02276   SAP Cloud Purchasing 2019,Change,Cash,-17,-20,0,0,-9,0,0,0,0,-45
4967,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/B1-02276   SAP Cloud Purchasing 2019,Change,Clearstream,-46,-52,0,0,-23,0,0,0,0,-121
4968,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/B1-02276   SAP Cloud Purchasing 2019,Change,Data,-13,-15,0,0,-7,0,0,0,0,-34
4969,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/B1-02276   SAP Cloud Purchasing 2019,Change,Eurex,-65,-74,0,0,-33,0,0,0,0,-172
4970,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/B1-02276   SAP Cloud Purchasing 2019,Change,GSF,-6,-7,0,0,-3,0,0,0,0,-16
4971,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/B1-02276   SAP Cloud Purchasing 2019,Change,IFS,-11,-13,0,0,-6,0,0,0,0,-30
4972,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/B1-02276   SAP Cloud Purchasing 2019,Change,Index,-10,-11,0,0,-5,0,0,0,0,-25
4973,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/B1-02276   SAP Cloud Purchasing 2019,Change,Result,-167,-192,0,0,-85,0,0,0,0,-444
4974,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 5140/B1-02276   SAP Cloud Purchasing 2018,Change,Cash,-2,-4,0,0,0,0,0,0,0,-6
4975,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 5140/B1-02276   SAP Cloud Purchasing 2018,Change,Clearstream,-4,-11,0,0,0,0,0,0,0,-15
4976,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 5140/B1-02276   SAP Cloud Purchasing 2018,Change,Data,-1,-3,0,0,0,0,0,0,0,-4
4977,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 5140/B1-02276   SAP Cloud Purchasing 2018,Change,Eurex,-6,-15,0,0,0,0,0,0,0,-21
4978,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 5140/B1-02276   SAP Cloud Purchasing 2018,Change,GSF,-1,-1,0,0,0,0,0,0,0,-2
4979,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 5140/B1-02276   SAP Cloud Purchasing 2018,Change,IFS,-1,-3,0,0,0,0,0,0,0,-4
4980,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 5140/B1-02276   SAP Cloud Purchasing 2018,Change,Index,-1,-2,0,0,0,0,0,0,0,-3
4981,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 5140/B1-02276   SAP Cloud Purchasing 2018,Change,Result,-15,-39,0,0,0,0,0,0,0,-54
4982,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/C1-02276   SAP Cloud HR 2019,Change,Cash,-4,-48,0,0,0,0,0,0,0,-52
4983,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/C1-02276   SAP Cloud HR 2019,Change,Clearstream,-11,-127,0,0,0,0,0,0,-1,-139
4984,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/C1-02276   SAP Cloud HR 2019,Change,Data,-3,-36,0,0,0,0,0,0,0,-39
4985,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/C1-02276   SAP Cloud HR 2019,Change,Eurex,-16,-180,0,0,0,0,0,0,-1,-197
4986,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/C1-02276   SAP Cloud HR 2019,Change,GSF,-1,-17,0,0,0,0,0,0,0,-18
4987,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/C1-02276   SAP Cloud HR 2019,Change,IFS,-3,-32,0,0,0,0,0,0,0,-35
4988,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/C1-02276   SAP Cloud HR 2019,Change,Index,-2,-26,0,0,0,0,0,0,0,-29
4989,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/C1-02276   SAP Cloud HR 2019,Change,Result,-40,-465,0,0,0,0,0,0,-4,-509
4990,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/C2-02276   SAP Cloud HR Trans 2018,Change,Cash,0,-20,0,0,0,0,0,0,0,-21
4991,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/C2-02276   SAP Cloud HR Trans 2018,Change,Clearstream,0,-55,0,0,0,0,0,0,0,-55
4992,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/C2-02276   SAP Cloud HR Trans 2018,Change,Data,0,-15,0,0,0,0,0,0,0,-16
4993,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/C2-02276   SAP Cloud HR Trans 2018,Change,Eurex,0,-77,0,0,0,0,0,0,0,-78
4994,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/C2-02276   SAP Cloud HR Trans 2018,Change,GSF,0,-7,0,0,0,0,0,0,0,-7
4995,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/C2-02276   SAP Cloud HR Trans 2018,Change,IFS,0,-14,0,0,0,0,0,0,0,-14
4996,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/C2-02276   SAP Cloud HR Trans 2018,Change,Index,0,-11,0,0,0,0,0,0,0,-11
4997,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/C2-02276   SAP Cloud HR Trans 2018,Change,Result,0,-200,0,0,0,0,0,0,-1,-201
4998,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/D1-02276   SAP Cloud Travel 2019,Change,Cash,-5,0,0,0,0,0,0,0,0,-5
4999,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/D1-02276   SAP Cloud Travel 2019,Change,Clearstream,-13,0,0,0,0,0,0,0,-1,-14
5000,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/D1-02276   SAP Cloud Travel 2019,Change,Data,-4,0,0,0,0,0,0,0,0,-4
5001,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/D1-02276   SAP Cloud Travel 2019,Change,Eurex,-18,0,0,0,0,0,0,0,-1,-19
5002,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/D1-02276   SAP Cloud Travel 2019,Change,GSF,-2,0,0,0,0,0,0,0,0,-2
5003,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/D1-02276   SAP Cloud Travel 2019,Change,IFS,-3,0,0,0,0,0,0,0,0,-3
5004,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/D1-02276   SAP Cloud Travel 2019,Change,Index,-3,0,0,0,0,0,0,0,0,-3
5005,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 0001/D1-02276   SAP Cloud Travel 2019,Change,Result,-47,0,0,0,0,0,0,0,-3,-50
5006,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 5280/D1-02276   SAP Cloud Travel 2018,Change,Cash,-2,0,0,0,0,0,0,0,0,-2
5007,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 5280/D1-02276   SAP Cloud Travel 2018,Change,Clearstream,-5,0,0,0,0,0,0,0,0,-5
5008,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 5280/D1-02276   SAP Cloud Travel 2018,Change,Data,-1,0,0,0,0,0,0,0,0,-1
5009,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 5280/D1-02276   SAP Cloud Travel 2018,Change,Eurex,-7,0,0,0,0,0,0,0,0,-7
5010,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 5280/D1-02276   SAP Cloud Travel 2018,Change,GSF,-1,0,0,0,0,0,0,0,0,-1
5011,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 5280/D1-02276   SAP Cloud Travel 2018,Change,IFS,-1,0,0,0,0,0,0,0,0,-1
5012,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 5280/D1-02276   SAP Cloud Travel 2018,Change,Index,-1,0,0,0,0,0,0,0,0,-1
5013,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,PSP 5280/D1-02276   SAP Cloud Travel 2018,Change,Result,-18,0,0,0,0,0,0,0,0,-18
5014,Direct,Clearing,0,PSP 0001/E7-02156   CPS Carmen Decom Build,Change,Eurex,0,-260,0,0,0,0,0,0,0,-260
5015,Direct,Clearing,0,PSP 0001/E7-02156   CPS Carmen Decom Build,Change,Result,0,-260,0,0,0,0,0,0,0,-260
5016,Direct,Clearing,0,PSP 0001/B4-02263   THX/C7 Budget Container,Change,Eurex,0,-236,0,0,0,0,0,0,-14,-250
5017,Direct,Clearing,0,PSP 0001/B4-02263   THX/C7 Budget Container,Change,Result,0,-236,0,0,0,0,0,0,-14,-250
5018,Direct,Clearing,0,PSP 0001/P1-02277   SSDAF Build & Test cap,Change,Eurex,2,0,0,0,0,0,0,0,0,2
5019,Direct,Clearing,0,PSP 0001/P1-02277   SSDAF Build & Test cap,Change,Result,2,0,0,0,0,0,0,0,0,2
5020,Direct,Clearing,0,PSP 0001/I7-02272   SecLend P6 IT General,Change,Eurex,-148,-870,0,0,0,0,0,0,-3,"-1,021"
5021,Direct,Clearing,0,PSP 0001/I7-02272   SecLend P6 IT General,Change,Result,-148,-870,0,0,0,0,0,0,-3,"-1,021"
5022,Direct,Clearing,0,PSP 0001/M0-02263   THX/C7 Specification,Change,Eurex,196,0,0,0,0,0,0,0,0,196
5023,Direct,Clearing,0,PSP 0001/M0-02263   THX/C7 Specification,Change,Result,196,0,0,0,0,0,0,0,0,196
5024,Shared Layer,SAP & Corporate Systems (incl Statistix),Datawarehouse (Statistix),PSP 0001/S9-02133   EurexTradingHoursExt.- Statistix,Change,Eurex,-138,0,0,0,0,0,0,0,0,-138
5025,Shared Layer,SAP & Corporate Systems (incl Statistix),Datawarehouse (Statistix),PSP 0001/S9-02133   EurexTradingHoursExt.- Statistix,Change,Result,-138,0,0,0,0,0,0,0,0,-138
5026,Shared Layer,SAP & Corporate Systems (incl Statistix),Datawarehouse (Statistix),PSP 5280/S9-02133   EurexTradingHoursExt.- Statistix,Change,Eurex,-53,0,0,0,0,0,0,0,0,-53
5027,Shared Layer,SAP & Corporate Systems (incl Statistix),Datawarehouse (Statistix),PSP 5280/S9-02133   EurexTradingHoursExt.- Statistix,Change,Result,-53,0,0,0,0,0,0,0,0,-53
